# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected
R-HSA-9008059	Interleukin-37 signaling	6	20	0.005038129633328804	0.020927615399981187
R-HSA-3232118	SUMOylation of transcription factors	6	20	0.005038129633328804	0.020927615399981187
R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment	6	20	0.005038129633328804	0.020927615399981187
R-HSA-203641	NOSTRIN mediated eNOS trafficking	3	5	0.0053437381472051584	0.021876530898666608
R-HSA-175474	Assembly Of The HIV Virion	3	5	0.0053437381472051584	0.021876530898666608
R-HSA-8865999	MET activates PTPN11	3	5	0.0053437381472051584	0.021876530898666608
R-HSA-114516	Disinhibition of SNARE formation	3	5	0.0053437381472051584	0.021876530898666608
R-HSA-9609736	Assembly and cell surface presentation of NMDA receptors	9	40	0.005407029790614748	0.02205601360632059
R-HSA-1855204	Synthesis of IP3 and IP4 in the cytosol	7	27	0.006063555226501119	0.024557398667329533
R-HSA-3000170	Syndecan interactions	7	27	0.006063555226501119	0.024557398667329533
R-HSA-5099900	WNT5A-dependent internalization of FZD4	5	15	0.00634850725598797	0.02561995454907601
R-HSA-432720	Lysosome Vesicle Biogenesis	8	34	0.006446183931549967	0.025921888575807316
R-HSA-937042	IRAK2 mediated activation of TAK1 complex	4	10	0.007131022667099012	0.028323139341370252
R-HSA-6794361	Neurexins and neuroligins	10	49	0.007152772284148211	0.028323139341370252
R-HSA-375281	Hormone ligand-binding receptors	4	10	0.007131022667099012	0.028323139341370252
R-HSA-444209	Free fatty acid receptors	2	2	0.007193178245427366	0.028323139341370252
R-HSA-211736	Stimulation of the cell death response by PAK-2p34	2	2	0.007193178245427366	0.028323139341370252
R-HSA-9036092	Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI)	2	2	0.007193178245427366	0.028323139341370252
R-HSA-9613829	Chaperone Mediated Autophagy	6	22	0.00837992942676221	0.032768413689477055
R-HSA-8862803	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	6	22	0.00837992942676221	0.032768413689477055
R-HSA-8874081	MET activates PTK2 signaling	7	29	0.00918551436850301	0.035550762095161816
R-HSA-1296041	Activation of G protein gated Potassium channels	7	29	0.00918551436850301	0.035550762095161816
R-HSA-997272	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	7	29	0.00918551436850301	0.035550762095161816
R-HSA-9032845	Activated NTRK2 signals through CDK5	3	6	0.010015660721313359	0.038113286100568286
R-HSA-8857538	PTK6 promotes HIF1A stabilization	3	6	0.010015660721313359	0.038113286100568286
R-HSA-5660668	CLEC7A/inflammasome pathway	3	6	0.010015660721313359	0.038113286100568286
R-HSA-2454202	Fc epsilon receptor (FCERI) signaling	3	6	0.010015660721313359	0.038113286100568286
R-HSA-9603381	Activated NTRK3 signals through PI3K	3	6	0.010015660721313359	0.038113286100568286
R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	6	23	0.010541106319442614	0.039064099889699104
R-HSA-933541	TRAF6 mediated IRF7 activation	6	23	0.010541106319442614	0.039064099889699104
R-HSA-9014325	TICAM1,TRAF6-dependent induction of TAK1 complex	4	11	0.010462497944770032	0.039064099889699104
R-HSA-9645460	Alpha-protein kinase 1 signaling pathway	4	11	0.010462497944770032	0.039064099889699104
R-HSA-8934903	Receptor Mediated Mitophagy	4	11	0.010462497944770032	0.039064099889699104
R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	6	23	0.010541106319442614	0.039064099889699104
R-HSA-376172	DSCAM interactions	4	11	0.010462497944770032	0.039064099889699104
R-HSA-5675482	Regulation of necroptotic cell death	4	11	0.010462497944770032	0.039064099889699104
R-HSA-2122948	Activated NOTCH1 Transmits Signal to the Nucleus	7	30	0.011125252091149162	0.04109457938554772
R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	5	17	0.0113469987075109	0.041241976071530004
R-HSA-164378	PKA activation in glucagon signalling	5	17	0.0113469987075109	0.041241976071530004
R-HSA-1810476	RIP-mediated NFkB activation via ZBP1	5	17	0.0113469987075109	0.041241976071530004
R-HSA-6788467	IL-6-type cytokine receptor ligand interactions	5	17	0.0113469987075109	0.041241976071530004
R-HSA-5654704	SHC-mediated cascade:FGFR3	5	17	0.0113469987075109	0.041241976071530004
R-HSA-937041	IKK complex recruitment mediated by RIP1	6	24	0.013069459757399347	0.047050055126637645
R-HSA-9648002	RAS processing	6	24	0.013069459757399347	0.047050055126637645
R-HSA-449836	Other interleukin signaling	6	24	0.013069459757399347	0.047050055126637645
R-HSA-917729	Endosomal Sorting Complex Required For Transport (ESCRT)	7	31	0.013345318219883346	0.04758990836901797
R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	7	31	0.013345318219883346	0.04758990836901797
R-HSA-5626467	RHO GTPases activate IQGAPs	7	31	0.013345318219883346	0.04758990836901797
